age,page,sex,psex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b
30,33,"Male","Female",1.916667,"0-2","Cohabiting","0","5","7",18,,"21-50x","> 50x","> 50x","21-50x","21-50x","21-50x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times"
40,41,"Female","Male",23,"21+","Cohabiting","3+","9","8",22,18,"6-10x","1-5x","1-5x","1-5x","0x","0x","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","Not at all","Not at all","6 to 10 times","6 to 10 times","6 to 10 times"
40,44,"Female","Male",14.25,"11-20","Cohabiting","0","9","9",28,27,"> 50x","11-20x","0x","> 50x","21-50x","6-10x","More than 50 times","11 to 20 times","Not at all","More than 50 times","11 to 20 times","Not at all","More than 50 times","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","6 to 10 times"
50,51,"Female","Male",33.5,"21+","Cohabiting","1","3","4",15,18,"0x","0x","0x","0x","0x","0x","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times"
50,62,"Female","Male",31,"21+","Cohabiting","0","7","7",22,21,"21-50x","6-10x","21-50x","21-50x","> 50x","> 50x","21 to 50 times","6 to 10 times","21 to 50 times","No answer","6 to 10 times","11 to 20 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times"
40,44,"Female","Male",23,"21+","Cohabiting","3+","9","8",23,23,"21-50x","21-50x","11-20x","6-10x","11-20x","1-5x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times"
50,51,"Female","Male",15.5,"11-20","Cohabiting","0","9","9",27,29,"11-20x","11-20x","6-10x","11-20x","6-10x","6-10x","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times"
39,33,"Male","Female",16.5,"11-20","Cohabiting","0","9","9",19,,"1-5x","21-50x","6-10x","6-10x","11-20x","1-5x","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times"
40,39,"Female","Male",6.833333,"6-10","Cohabiting","1","6","5",14,20,"11-20x","0x","11-20x","11-20x","6-10x","6-10x","11 to 20 times","Not at all","11 to 20 times","6 to 10 times","Not at all","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","More than 50 times","21 to 50 times","21 to 50 times"
48,55,"Female","Male",6.916667,"6-10","Cohabiting","1","8","8",22,19,"11-20x","6-10x","21-50x","11-20x","6-10x","21-50x","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times"
51,50,"Female","Male",30.83333,"21+","Cohabiting","2","8","8",21,22,"11-20x","21-50x","6-10x","11-20x","6-10x","1-5x","11 to 20 times","21 to 50 times","6 to 10 times","No answer","No answer","No answer","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times"
50,50,"Male","Female",22.58333,"21+","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",30,23,"21-50x","21-50x","21-50x","6-10x","11-20x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times"
29,31,"Male","Female",8.166667,"6-10","Cohabiting","0","10 - Completely satisfied","9",21,27,"11-20x","11-20x","11-20x","21-50x","11-20x","6-10x","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times"
39,33,"Female","Male",9.583333,"6-10","Cohabiting","3+","9","8",24,19,"21-50x","21-50x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
30,32,"Female","Male",7.5,"6-10","Cohabiting","1","8","8",24,22,"11-20x","0x","6-10x","21-50x","11-20x","11-20x","11 to 20 times","Not at all","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times"
29,33,"Female","Male",12,"11-20","Cohabiting","1","9","8",23,23,"11-20x","6-10x","6-10x","6-10x","6-10x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times"
41,43,"Male","Female",19.5,"11-20","Cohabiting","1","6","9",20,24,"21-50x","> 50x","11-20x","6-10x","11-20x","6-10x","21 to 50 times","More than 50 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times"
29,25,"Male","Female",4.083333,"3-5","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",24,23,"21-50x","11-20x","11-20x","> 50x","21-50x","> 50x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times"
41,46,"Female","Male",18.33333,"11-20","Cohabiting","2","8","9",24,22,"11-20x","6-10x","11-20x","6-10x","> 50x","> 50x","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","No answer","6 to 10 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times"
51,47,"Male","Female",22.33333,"21+","Cohabiting","3+","10 - Completely satisfied","10 - Completely satisfied",24,24,"11-20x","21-50x","11-20x","21-50x","11-20x","21-50x","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times"
51,53,"Male","Female",26.5,"21+","Cohabiting","0","8","5",18,21,"6-10x","21-50x","6-10x","1-5x","1-5x","0x","6 to 10 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times"
40,39,"Male","Female",17.83333,"11-20","Cohabiting","1","9","10 - Completely satisfied",26,28,"> 50x","6-10x","6-10x","> 50x","11-20x","11-20x","More than 50 times","6 to 10 times","6 to 10 times","More than 50 times","6 to 10 times","6 to 10 times","More than 50 times","11 to 20 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times"
49,52,"Male","Female",14.66667,"11-20","Cohabiting","2","8","8",18,,"11-20x","1-5x","1-5x","11-20x","11-20x","6-10x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times"
39,36,"Male","Female",2.416667,"0-2","Cohabiting","0","9","8",24,24,"> 50x","21-50x","21-50x","21-50x","21-50x","21-50x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times"
40,37,"Female","Male",14.66667,"11-20","Cohabiting","2","8","8",21,21,"11-20x","6-10x","6-10x","21-50x","6-10x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times"
49,51,"Female","Male",29.75,"21+","Cohabiting","2","8","9",21,,"11-20x","1-5x","6-10x","6-10x","11-20x","6-10x","11 to 20 times","1 to 5 times","6 to 10 times","No answer","No answer","No answer","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times"
40,34,"Male","Female",10.75,"6-10","Cohabiting","3+","6","4",15,12,"6-10x","11-20x","11-20x","6-10x","0x","1-5x","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","Not at all","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times"
39,37,"Female","Male",10.5,"6-10","Cohabiting","2","8","7",23,22,"11-20x","6-10x","6-10x","1-5x","1-5x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","More than 50 times","More than 50 times","More than 50 times","1 to 5 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times"
50,47,"Male","Female",25.91667,"21+","Cohabiting","2","9","7",25,23,"6-10x","6-10x","1-5x","6-10x","6-10x","11-20x","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","21 to 50 times"
40,37,"Male","Female",12.75,"11-20","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",20,,"1-5x","0x","1-5x","1-5x","6-10x","1-5x","1 to 5 times","Not at all","1 to 5 times","More than 50 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times"
41,34,"Male","Female",10.58333,"6-10","Cohabiting","0","10 - Completely satisfied","9",26,,"6-10x","1-5x","11-20x","11-20x","1-5x","1-5x","6 to 10 times","1 to 5 times","11 to 20 times","No answer","No answer","No answer","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","1 to 5 times","6 to 10 times"
29,28,"Male","Female",1.666667,"0-2","Separate households","0","10 - Completely satisfied","9",25,25,"> 50x","21-50x","21-50x","11-20x","11-20x","6-10x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times"
50,56,"Female","Male",31.91667,"21+","Cohabiting","2","7","9",20,23,"1-5x","1-5x","1-5x","1-5x","11-20x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times"
49,37,"Male","Female",15.25,"11-20","Cohabiting","2","8","9",24,23,"> 50x","21-50x","21-50x","6-10x","1-5x","1-5x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times"
49,48,"Male","Female",23.75,"21+","Cohabiting","3+","8","7",18,20,"21-50x","21-50x","21-50x","6-10x","1-5x","1-5x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","No answer"
40,37,"Female","Male",7.416667,"6-10","Cohabiting","0","8","9",24,28,"21-50x","6-10x","1-5x","11-20x","11-20x","6-10x","21 to 50 times","6 to 10 times","1 to 5 times","More than 50 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","11 to 20 times"
50,54,"Female","Male",34.25,"21+","Cohabiting","0","8","7",21,20,"6-10x","6-10x","6-10x","21-50x","6-10x","11-20x","6 to 10 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","11 to 20 times","More than 50 times","Not at all","More than 50 times"
51,47,"Female","Male",23.16667,"21+","Cohabiting","3+","8","8",19,18,"21-50x","6-10x","11-20x","21-50x","6-10x","1-5x","21 to 50 times","6 to 10 times","11 to 20 times","No answer","No answer","No answer","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times"
39,34,"Male","Female",12.08333,"11-20","Cohabiting","0","9","8",23,18,"1-5x","21-50x","21-50x","1-5x","11-20x","21-50x","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times"
41,35,"Male","Female",7.833333,"6-10","Cohabiting","0","9","10 - Completely satisfied",22,26,"11-20x","11-20x","6-10x","21-50x","> 50x","11-20x","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times"
29,27,"Female","Female",1.583333,"0-2","Cohabiting","0","10 - Completely satisfied","8",28,23,"> 50x","11-20x","6-10x","21-50x","11-20x","11-20x","More than 50 times","11 to 20 times","6 to 10 times","More than 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","21 to 50 times","More than 50 times"
30,31,"Female","Male",3,"3-5","Cohabiting","1","7","4",20,15,"11-20x","11-20x","6-10x","1-5x","1-5x","0x","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","1 to 5 times","1 to 5 times","Not at all","11 to 20 times","11 to 20 times","11 to 20 times"
29,48,"Female","Male",3.333333,"3-5","Cohabiting","1","8","6",26,26,"21-50x","21-50x","> 50x","21-50x","21-50x","21-50x","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times"
39,39,"Male","Female",14.58333,"11-20","Cohabiting","2","9","10 - Completely satisfied",23,21,"11-20x","1-5x","11-20x","6-10x","11-20x","11-20x","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","21 to 50 times","More than 50 times","More than 50 times"
50,51,"Female","Male",23.83333,"21+","Cohabiting","0","9","9",25,27,"11-20x","6-10x","6-10x","11-20x","6-10x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times"
30,30,"Male","Female",6.333333,"6-10","Cohabiting","0","8","6",25,24,"6-10x","11-20x","6-10x","6-10x","1-5x","1-5x","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times"
39,42,"Male","Female",11.83333,"11-20","Cohabiting","2","8","10 - Completely satisfied",22,28,"0x","21-50x","11-20x","1-5x","11-20x","1-5x","Not at all","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times"
50,50,"Female","Male",26.33333,"21+","Cohabiting","0","9","8",21,18,"6-10x","1-5x","1-5x","6-10x","1-5x","6-10x","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times"
40,33,"Male","Female",8.416667,"6-10","Cohabiting","1","8","9",22,26,"11-20x","1-5x","6-10x","11-20x","11-20x","11-20x","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times"
49,49,"Female","Male",26.25,"21+","Cohabiting","3+","10 - Completely satisfied","10 - Completely satisfied",26,27,"11-20x","21-50x","6-10x","6-10x","> 50x","6-10x","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","More than 50 times","6 to 10 times","6 to 10 times","More than 50 times","6 to 10 times"
49,53,"Female","Male",27.91667,"21+","Cohabiting","1","10 - Completely satisfied","9",24,23,"11-20x","6-10x","1-5x","6-10x","6-10x","6-10x","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times"
50,57,"Male","Female",27.66667,"21+","Cohabiting","3+","5","7",18,19,"1-5x","1-5x","1-5x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times"
50,57,"Female","Male",19.16667,"11-20","Cohabiting","1","9","10 - Completely satisfied",24,27,"6-10x","0x","11-20x","21-50x","11-20x","21-50x","6 to 10 times","Not at all","11 to 20 times","6 to 10 times","Not at all","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","No answer","21 to 50 times"
41,41,"Male","Female",17.58333,"11-20","Cohabiting","1","10 - Completely satisfied","8",22,24,"11-20x","6-10x","1-5x","6-10x","11-20x","6-10x","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times"
39,51,"Female","Male",19,"11-20","Cohabiting","3+","8","8",21,23,"6-10x","1-5x","11-20x","6-10x","11-20x","1-5x","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times"
